id,ad_content
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a18,"5. Auf dem Neuenhaus ist vor einigen Wochen ein seidener Regenschirm stehen geblieben, da nun deshalb keine Nachfrage geschehen, so wird solcher anmit dem Eigenthümer gegen das Einschreibgeld und Beschreibung zurück erstattet werden."
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a19,"6. Montags den 8. September, Abends nach der Schulzeit, ist am Sodbrunnen des Blumenrains ein soviel als neuer Kinder-Regenschirm stehen geblieben; der Eigenthümer, welcher ihn beschreibt, kann ihn gegen das Einschreibgeld bey mir in No. 105 am St. Urbanus-Brunnen abholen. J. Jak. Schwarz."
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a2,"1. Zwey noch stehende Kachelöfen, um billigen Preis; in No. 25 in der St. Johann-Vorstadt."
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a20,"1. Miliz-Aufgebot. Sämmtliche Rekruten aller Waffen von den Jahrgängen 1813. und 1814, so wie alle im Kanton Basel Stadttheil anwesende milizpflichtige, aber noch nicht eingetheilte Mannschaft von frühern Jahrgängen, worunter auch alle angesessenen Schweizerbürger verstanden sind, haben sich Montags den 29. dies, Morgens um 8 Uthr, im Klingenthal, Erstere in Exerzier-Westen, weißen Zwilchhosen und Kamaschen nebst ordonnanzmäßiger Armatur zur Inspektion, und Letztere zur Einschreib-Musterung einzufinden: Die junge, im Jahr 1816. geborne Mannschaft wird zu gleicher Zeit und ebendaselbst durch Veranstaltung E. E. Stadtrathes und der Gemeinderathe der Militärbehörde, übergeben werden. Basel, den 28. Sept. 1834. Der Miliz-Inspektor: Ch. Im Hof."
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a21,"Den 9. Sept. in Kleinhüningen: Herr Hieronimus Buser, mit Jungfrau Susanna Barbara Brodbeck, beyde von Basel."
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a22,"Den 11. dito ebendaselbst: Herr Landerer Otto, Wittwer, mit Jungfrau Maria Magdalena Schweizer, beyde von Basel."
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a23,"Den 27. August in Neuchätel: Herr Adolf Assal, ehel. Sohn von Herrn Johann Christ. Assal. Alt 16 Jahre, 5 Monate und 3 Tage."
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a24,"Den 8. Sept. auf dem allgem. Gottesacker des Münsters: Frau Esther Schöpf, gewesene Ehefrau von Herrn Jakob Kaspar Mählin."
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a25,"Den 13. dito im Münster: Herr Elias Rumpf, der Bürstenmacher."
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a26,"Den 14. dito bey St Leonhard: Frau Anna Barbara Schärrer, Meister Esayas Wattinger, des Seidenfärbers, von Huttweiler, Kant. Thurgau, gewesene Ehefrau. Alt 75 Jahre, 2 Monate und 7 Tage."
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a27,"Den 15. dito ebendaselbst: Jungfrau Maria Magdalena Oser, eheliche Tochter von Herrn Balthasar Oser, dem Weißgerber, u. Frau Anna Barbara geb. Hersperger sel. Alt 76 Jahre, 11 Mon. und 20"
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a28,"Dito auf dem allgemeinen Gottesacker des Münsters: Herr J. J. Böcklin, der Strumpfausbreiter, von Beggingen, K. Schaffhausen."
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a29,"Den 18. dito im Münster: Frau Dorothea Frey, Herrn StadtrathsPräsidenten Benedikt Bischoff gewesene Ehegattin."
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a3,"2. Eine Parthie alte, aber noch brauchbare Fensterflügel von verschiedenen Größen, in Holz und Bley; in No. 1629."
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a4,"3. Ein zu jedem Gewerbe dienliches, in Mitte der großen Stadt und an einem der besuchtesten Plätze gelegenes Haus, aus freyer Hand."
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a5,"4. Bastplatten und Sparterie. Ein in Eisen gebundenes Wasserfaß. Ein Gestell zum Traubenaufhängen, sammt Stänglein."
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a6,". Halbalte, oder neue ovale Fässer, 15 bis 20 Saum haltend."
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a7,2. Ein in gutem Stand sich befindendes einoder zweysitziges Schreibpult. Ferner ein Comptoir-Stuhl mit Gewind und gepolstert.
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a8,1. Ein Stüblein und Kammer ist sogleich zu beziehen in No. 458 an der Schneidergasse.
afb76f83-374e-54ac-ad4d-ed2b52b0ca29/a9,2. In No. 106 in kl. Basel: Ein guter Keller ohne Faß.
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a0,"28. Da wir das untere Lokal vermiethet und unsere Waaren in den ersten Stock verlegt haben, so nehmen wir die Freyheit, E. E. Publikum anzuzeigen, daß wit wieder schöne Hamburger und englische Strickwolle, so wie auch geringere dito erhalten haben, welche wir äußerst billig erlassen können. Auch haben wir sehr schöne weiße und gefarbte englische und Schweizer Baumwolle, weißer und gefärbter Rähfaden und Nähseide, schöner Glanz, und Verstechfaden, roher Pfundfaden, gefarbte Fürtücherbändel, weiße Neuwieder Bändel, ächt englische Nähund Stricknadeln, gefärbte und weiße gewobene Strümpfe auch sehr schöne schwarze wollene gestrickte Strümpfe. Wir bitten daher höflichst um geneigten Zuspruch. Schwestern Stteney, No. 1624."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a1,"29. Ein noch in gutem Stand sich befindendes Faß, in Eisen gebunden, 7 Saum und 32 Maas haltend."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a10,"38. In No. 863 an der Thorsteinen ist zu haben: Guter leinener Kölsch, rohes und gebleichtes Tuch, rohes und gemödeltes Tischzeug, womit man sich, so wie mit den übrigen führenden Artikeln, unter Zusicherung billiger Preise bestens empfiehlt."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a11,"39. Aechtes Kölnisches Wasser, bey Frau Louise Walz, No. 1550 an der Eisenasse."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a12,"40. Fette Spanferkel sind zu haben bey Friedrich Senn, Bäcker, No. 947 in der AeschenVorstadt."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a13,"41. Ein halbaltes Faß, circa 16 1/2 Saum haltend, einige gute Pièces, auch etwas dürres eichenes Daugenu. Bodenholz; in No. 672 an der Gerbergasse."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a14,"42. Der Unterzeichnete macht hiemit die Anzeige, daß er mit dem so vortrefflichen als berühmten Nettari di Napoli für Magenund Nervenschwäche frischerdings versehen ist; viele Beweise von der Heilkraft dieses Göttertrankes, wie er gewöhnlich genannt wird, können bey ihm eingesehen werden. Die Flasche kostet Schweizerfr. 8. Auch besitzt er noch immer die Niederlage der sehr vortheilhaft bekannten ächten Augenmittel von Herrn Dr. Hette, in Fläschchen zu fl.1, und in großen und kleinen Büchschen zu fl. 1 und zu 45 Kr. Briefe und Gelder erbittet er sich franko. Lot, Sohn, No. 598 am Spahlenberg."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a15,"43. Ein zweythüriger tannener Kleiderkasten, zwey nußbaumene Kommoden, ein runder nußbaumener Zusammenlegtisch, zu verkaufen oder gegen alte Möbeln zu vertauschen."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a16,"44. 113 Saum Faß um billigen Preis, oder dieselben nebst Keller auf 6 Jahre zu verleihen."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a17,"45. In No. 842 in der Steinen-Vorstadt ist wieder von dem bekannten Holländer, Portorico-Rauchtabak in 1/2 und 1/2 S. Päckchen angelangt."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a18,46. Ein 4jähriger weiß und gelb gefärbter guter Jagdhund.
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a19,"47. Bey Christof Meyer, Zuckerbeck, an der Streitgasse, ist wieder zu haben: Chocolade mit und ohne Zucker, zu verschiedenen Preisen; Gélatine de Genève, vortrefflich gegen den Husten: kleine bittere Pommeränzlein, so wie auch Rhum und Punsch-Sirop in großen und kleinen Bouteillen."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a2,"30. Das Haus No. 82 in kl. Basel ist aus freyer Hand zu verkaufen, besteht aus 3 heizbaren Zimmern sammt Kammern und Keller. worein 50 bis 60 Saum Wein können gelegt werden, u. einem Gärtlein. Ist sich zu melden in No. 100 am Leonhardsberg."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a20,48. In No. 1582 bey der Brodlaube ist das Lager von englischer Strickwolle wieder bestens assortirt.
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a21,"49. Ein sich noch in gutem Stand befindender grüner Kachelofen sammt neuem Fuß und Zugehörde; in No. 31, St. JohannVorstadt."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a22,"50. 4 neue runde Fässer, 3 von 8 1/2 und 1 von 13 Saum, 2 gute weingrüne Fässer von 9 1/2 u. 11 Saum haltend; eine kleine Weintrotte und ein Bokten von circa 3 Saum. Ebendaselbst ist noch schönes Holz zu 2 Fässern, jedes von circa 65 bis 75 Saum haltend, vorhanden, welche auf Bestellung gemacht werden können bey J. J. Bieler, Küfer, in No. 373. kl. Basel."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a23,"51. Künftigen Samstag ist frisches Sauerkraut zu haben im Mitz'schen Laden, am Rindermarkt."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a24,"52. Zwey zehnsäumige runde Fässer, in Eisen gebunden, sind zu haben in No. 146 am Fischmarkt. Auch ist daselbst ein guter Keller zu verleihen."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a25,"53. Gute fette Herbstkäse, so wie alte feine Emmenthaler und Gruyére, zu verschiedenen und billigen Preisen, nach Belieben zu haben in No. 490 zum Wolf, am Spahlenberg."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a26,"54. Bey Unterzeichnetem sind zwey neue Kranken-Fauteuils, deren Rückwände, als Betten dienlich, zum Herunterlassen sind, so wie mehrere spanische Wände nach beliebiger Größe zu haben; zugleich empfiehlt er sich seinen werthen Freunden und Gönnern in seinem Fache bestens. J. B. Day, Tapezirer, in No. 1424 obere Freyenstraße."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a27,"55. Ein 4jähriges großes und gutgewachsenes Pferd, Farbe hellbraun, als Einspänner eingefahren und ganz vertraut. Preis 20 Louisd or."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a28,"56. Milch von der Kuh weg, um 7 Kreuzer die Maas, im Kardinal."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a29,"57. Bey Wernh. Burckhardt, Glaser, oben am Spahlenberg, sind gute Gärtner-Cloches u. einige Kreuzstöcke brauchbare Fenster, nebst verschiedenen GlasArtikeln zu haben."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a3,"31. Unterzeichneter zeigt dem geehrten Publikum an, daß bey ihm gute WeinmostProben um biligen Preis zu haben sind, so wie auch andere Wein-; Säureund Liqueur-Proben. Auch hat er selbstverfertigte und sehr gute Zündfläschchen zu gemeinen Schwefelhölzern, welche er nach vielfältiger Erfahrung so weit verbessert, daß sie diejenigen, womit nur rothe Schwefelhölzer gebraucht werden können, sowohl an Güte als Dauerhaftigkeit weit übertreffen. G. Linder, Mechanikus, No. 1698 hinter der Rümmelin-Mühl"
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a30,"58. 180 Saum weingrüne Fässer, rund und oval, von 1 bis 18 Saum; in No. 543 auf dem Andreas-Platz."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a31,"59. Ein Waarenwägelein, dreymal aufzumachen, noch sehr gut."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a4,"32. Bey Unterzeichneter sind immer schöne Naturund Fantaisie-Blumen, Brautund Todtenkränze, schöne gestickte Krägen und Pellerines zu haben, womit sich höflichst empfiehlt Wittwe Tollmann, bey der Rheinbrucke."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a5,"33. Ein junger Doggenhund, 11 à 12 Wochen alt, von schönster Art mit doppelter Nase, doppelten Sporren und sonst schön gezeichnet, um sehr biligen Preis."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a6,34. Zwey so viel als neue ovale Weinfässer von 3½ à 4 Saum; bey Brandmüller-Eckenstein.
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a7,"35. Zwey runde gute Fässer, zusammen 36 Saum haltend, um billigen Preis zu verkaufen oder gegen neuen Wein zu vertauschen. In No. 372 zu erfragen."
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a8,36. Eine sehr gut conditionirte Guittare.
b433f6ef-6a6e-509f-8e1b-96c1838a737a/a9,"37. Aktenmäßige Darstellung der Eriminalprozedur, geführt mit dem berüchtigten, wegen einer Reihe beschwerter Brandstiftungen und Postdiebstähle, am 26. August 1834. zum Tode verurtheilten Joh. Peter Welti, gewes. Pfarrer zu Wohlenschwil, Cant. Aargau. Mit dessen Selbstbiographie u. Bildniß. gr. 8. Aarau 1834. broch. 7 Btz. Das verletzte Völkerrecht an der Eidgenossenschaft, oder Betrachtungen über die ungerechten Rotenforderungen u. s. w. Von Dr. L. Snell. gr. 8. Zürich 1834. broch. 10 Btz. In der Holdenecker'schen Leihbibliothek, zunächst dem Kornhause."
e766381f-204b-59d8-a36e-2d1ead0cd5a9/a0,"21. Lokal-Peränderung. Ich mache hiemit E. E. Publikum die Anzeige, daß ich meine Wohnung verändert habe, und nun in No. 1595 auf der Eisengasse wohne; ich empfehle mich bey diesem Anlasse mit meinen führenden Artikeln, als: Aller Arten Seidenstoff zu Hüten, Gazeund Satin-Band, Tull-Bobin in Banden und am Stück, lederne Handschuhe, nebst allerhand verfertigten Arbeiten. Unter Zusicherung guter und billiger Bedienung bittet um geneigten Zuspruch Susette Geßler, Modiste."
e766381f-204b-59d8-a36e-2d1ead0cd5a9/a1,"22. An der untern Freyenstraße wünschte Jemand Mithalter des Basellandschaftlichen Amtsblatts und des Raurachers zu werden, das erste wo möglich seit Anbeginn seines Erscheinens, um es behalten zu können."
e766381f-204b-59d8-a36e-2d1ead0cd5a9/a10,"1. Amtliche Versteigerung. Heute Donnerst. den 25. Sept. 1834, Morgens um 10 Uhr, wird in dem Gerichtssaale des Bezirks Basel unter den gewöhnlichen vor der Gant zu eröffnenden Bedingnissen gerichtlich versteigert werden: Die in die Fallimentsmasse von J. J. Wick, dem Bürger allhier, gehörige Gastwirthsbehausung und Hofstatt, zum Engel genannt, mit dem Tavernenrecht, so wie solches bis dahin besessen u. benutzt worden, zwey Stallungen, dem Abwasser von dem Spahlen-Brunnen, auch einem großen Garten hinter dem Haus, nebst übriger Zugehörde und Gerechtsame, mit No. 353 bezeichnet, in der SpahlenVorstadt. Wegen Besichtigung dieser Liegenschaft beliebe man sich in der Behausung selbst anzumelden. Gerichtschreiberey Basel."
e766381f-204b-59d8-a36e-2d1ead0cd5a9/a11,"2. Montags den 29. Sept. 1834 wird auf E. E. Zunft zu Schmieden freywillig versteigert werden: Allerhand Hausrath, ZinnKupfer-, Fayenceund ErdenGeschirr, schönes Bettwerk und LeinenPlunder, Tafelund Tischtücher, Serviettes, Handtücher, Umhänge ꝛc. Kästen und Küchekästlein, Tisch, Stühle und Bänke, Glätteisen, Bügeleisen nebst Rösten, Lichtstöcke, messingene KaffeMühle, Krüge und Bouteillen, und andere Sachen mehr. Um 1 Uhr ist der Anfang. Schneider, Amtmann."
e766381f-204b-59d8-a36e-2d1ead0cd5a9/a2,"23. Unterzeichnete benachrichtigt die ehrsamen Damen, daß sie nun ihren Lehrkurs im Goffriren in einem der vorzüglichsten Orte vollendet hat und die dazu gehörige Maschine besitze, so daß sie im Stande ist, Jedermann, der ihr das Zutrauen schenken wird, überzeugen zu können, daß sie Thull, Mousseline und Percale so schön goffrire, als in jeder andern Stadt. Zugleich bringt sie ihre bekannten Haararbeiten in Erinnerung und empfiehlt sich neuerdings um Shawls zu waschen. Um geneigten Zuspruch bittet Frau Lotz-Stückelberger, No. 100 St. Johann-Schwibogen."
e766381f-204b-59d8-a36e-2d1ead0cd5a9/a3,"24. Adudication définitive le Samedi quinze Novembre 1834. en l'audience des Criées du Tribunal civil de première istance de la Seine, séant à Paris, de grandes et belles forêts situées'sur les Cantons des Justices de paix de Giromagng et Belfort, département du Haut-Rhin, en un seul lot, contenant en total 5581 hectares, 62 ares, 16 centiares, ou dix mille neuf cent trente-trois arpens, vingt-quatre perches environ. Mise prix: Douze cent mille franes. S'adresser pour les renseignemens: 1°. à Paris à Mé Glandaz, avoué, rue Neuve-des-Petits-Champs N. 87, à Mé Andonin, avoué, rue Bourhon-Villeneuve N. 33, tous deux poursuivant. la vente; à Mé Frémont, avoué, rue St. Denis No. 374, à Ms Delaruelle, avoué, rue des fossés-Montmartre N. 5, ces deux derniers présens à la vente; à Mé Morisseau, notaire, rue Richelieu N. 60 et à Me Fay, avocat, rue du Bac No. 26. 2°. à Belfort à Me Nizolle, avoué. 8°. à Altkirch à Me Risacher, notaire. 42. à St. Louis à Mt Kiener."
e766381f-204b-59d8-a36e-2d1ead0cd5a9/a4,"25. Unterzeichneter nimmt die Freyheit, E. E. Publikum die geziemende Anzeige zu machen, daß er sein Etahlissement nächst dem St. Johann-Schwibogen errichtet hat, und rekommandirt sich in allen in sein Fach einschlagenden Artikeln; er wird sich bestreben, seine geehrten Gönner aufs Schnellste und Billigste zu bedienen, und bittet deshalb höflichst um geneigtes Zutrauen. Leubn, B"
e766381f-204b-59d8-a36e-2d1ead0cd5a9/a5,"26. i t e. Eine sehr arme, rechtschaffene u. fleißige Familie mit 4 kleinen Kindern, in Meltingen, ist im Bau eines kleinen Häuschens begriffen: es fehlt ihr aber noch manches, um das nöthigste dazu aufbringen zu können, und bittet dringenv mitleidige Personen um eine kleine Unterstützung. Die Redaktion des Wochenblattes ist so gefällig, die Liebesgaben in Empfang zu nehmen, um sie an ihre Bestimmung elangen zu lassen."
e766381f-204b-59d8-a36e-2d1ead0cd5a9/a6,"27. Vortheilhaftes Anerbieten. Ein Mann, welchem hinreichende Kapitalien zu Gebote stehen, ist gesonnen, eine Seidenfabrike zu errichten, sucht einen gebildeten jungen Mann, der die nothwendigen Kenntnisse für dieses Geschäft besitzt, u. einen geschickten Ferger, welcher Zeugnisse seiner Redlichkeit und seines Fleißes aufweisen kann; Beyde können sich der vortheilhaftesten Bedingungen versichert halten, und da das Geschäft erst in mehreren Monaten ins Leben treten soll, so hat es keine Eile mit dem Eintritt. Frankirte Briefe beliebe man unter der Adresse A. B. an die Herren Gebrüder Kapferer in Freyburg im Breisgau zu senden."
e766381f-204b-59d8-a36e-2d1ead0cd5a9/a7,"28. Die Lebens-Versicherungs-Bank in Gotha macht in ihrem fünften RechenschaftsBerichte die günstigen Ergebnisse des Jahres 1833. bekannt. – Ende verflosse. nen Dezembers war der Stand dieser Anstalt: Versicherte Personen 4691. Gesammt-Summa der Versicherungen Thlr. 8, 401, 200. Zahlungen für Todesfälle Anno 1833. Thlr. 72.900. Reserveu. Sicherheitsfond615,625. Die erste Dividende wird in gegenwärtigem Jahr unter die Anno 1829. beygetretenen Mitglieder mit 24 Prozent vertheilt. Anmeldungen können bey sämmtlichen Agenten gemacht, und daselbst die Statuten und Formulare zum Beytritt gratis bezogen werden. Zürich, den 1. September 1834. Die Haupt-Agentschafte für die Schweiz: Caspar Escher im Berg."
e766381f-204b-59d8-a36e-2d1ead0cd5a9/a8,"29. Musikalische Leihbibliothek. Unterzeichnete empfehle dem geehrten hiesigen und auswärtigen Püblikum meine musikalische Leihbibliothek, die immer mit den besten Kompositionen vermehrt wird, neuerdings für Violin-Conzerte, Orchesterstücke mit großer und kleiner Begleitung, Duette von den besten Meistern, wie auch Solos, für Piano-Forté die besten Stücke von Creny, Herz, Hünter, Adam, Rummel, Vollweiler u. s. w., mit Begleitung ist neuerdings zugegen: Neue Mélange aus Robert le diable, Osborne und Beriot u. s. w.; für Gesang mit Klavierund Guittare-Begleitung: Arion auserlesener Gesänge aus den neuesten Opern; für Flöte: außer einer schönen Auswahl Orchesterstücke aller-Arten schö, ne Solo-Stücke, Duette aus den neusten Opern; für Guittare ohne Gesang: Conzerte-Sextetten, Quintetten, Quartetten, Trios-Duette und Solos. Auch sind zu diesen fünf Gattungen Musikalien die besten Schulen und Methoden zu haben. Wittwe Tollmann, No. 1534 auf der Eisengasse."
e766381f-204b-59d8-a36e-2d1ead0cd5a9/a9,30. Man wünscht Mithalter der Bündner Zeitung zu seyn.
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a0,"17. Ein hiesiger junger Mensch, welcher schon einige Jahre auswärts conditionirt, die doppelte Buchhaltung, deutsche, französische und italienische Correspondenz versteht, wünschte ehestens eine Stelle allhier zu erhalten, und kann die besten Zeugnisse aufweisen."
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a1,"18. Eine Person, die deutsch und französisch spricht, gut nähen und stricken kann, wünscht einen Platz zu erhalten als Stubenmagd, oder in einer kleinen Haushaltung. Sie könnte sogleich eintreten."
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a10,"27. On demande pour servir le Monsieuret sa Demoiselle, une fille propre, forte, saine et fidele, Sachant faire une cuisine bourgoise et tenir un ménage; chez Mr. Ctrnerr, à Bourgfeld."
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a11,28. In No. 204 im Spiegelgäßlein werden. Kostgänger angenommen; man verspricht gegen ein billiges Kostgeld eine gute und reinliche Kost.
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a12,"1. Sonntags den 21. Sept., Morgens nach 10 Uhr, ist ein Gane-Halstüchlein vom Rheinthor bis nach Kleinhüningen zur Krone verloren worden; man bittet den ehrlichen Finder um gefällige Zurück. abe durchs Berichthaus."
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a13,"2. Sonntags den 21. Septemb., Abends, wurde an der Klybeckstraße ein dunkelblaues seidenes Halstuch mit gelb und rothen Strichen verloren. Der Finder wird gegen Erkenntlichkeit um gefällige Zurückgabe in No. 239. kleine Stadt, ucht."
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a14,"3. Vor 8 Tagen ist ein seidener Regenschirm in No. 830 auf dem Blömlein stehen geblieben, allwo derselbe gegen nähere Beschreibung abgeholt werden kann."
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a15,"4. Aus der St. Alban-Vorstadt nach der St. Martins-Kirche, und durchs Luftgäßlein und die Aeschen-Vorstadt zurück ist Sonntags den 7. Sept. eine goldenes Vorstecknadel mit einer Perle als Knopf verloren worden; der ehrliche Finder ist ersucht, dieselbe im Berichthaus abzugeben, allwo er dagegen eine Erkenntà lichkeit in Empfang nehmen kann."
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a16,"5. Samstags den 20. Sept. ist ein kleiner brochirter Shawl von Bourre de Soie durch die St Alban-Vorstadt bis zum Thor verloren worden: sollte derselbe in ehrliche Hände gerathen seyn, so bittet man um gütige Zurückgabe ins Berichthaus, allwo der Finder eine angemessene Belohnung erhalten wird."
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a17,"6. Sonntags den 21. Sept. ist eine goldene Vorstecknadel mit blauem Stein von kl. Basel bis zum Spahlenthor verloren worden; der ehrliche Finder ist ersucht, dieselbe in No. 294 Webergasse, abzugeben."
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a18,7. Ein C-Clarinet; der Finder erhält für die Zurückgabe ein gutes Trinkgeld.
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a19,"8. Bey dem Sonntags den 21. September vor dem Bläsythor vorgefallenen Unglück hat ein zu Hülfe Geeilter einen Spazierstock von Pfefferrohr verloren; der redliche Finder ist höflich ersucht, denselben in No. 151 am Fischmarkt abzugeben, wogegen er einen andern Stock, der unrecht zugefallen ist, wieder in Empfang nehmen kann."
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a2,"19. Ein Mann in den besten Jahren, der 27 Jahre in einem Dienste gestanden, sucht einen Platz als Hausknecht, Packer oder als Krankenwärter. Er ist mit guten Zeugnissen versehen."
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a20,"9. Samstags den 20. September, Abends, ist ein brauner seidener Regenschirm von der Gerbergasse bis an die Post verloren worden; der ehrliche Finder ist ersucht, denselben gegen Belohnung in No. 236 bey der St Peters-Kirche abzugeben."
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a21,"10. Letztere Woche ist bey Unterzeichnetem eine Knabenkappe liegen geblieben; der Eigenthümer kann sie gegen das Einschreibgeld abholen. B. Atz, Buchbinder."
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a22,"11. Sonntags den 21. September hat ein Kind von der Schützenmatte bis zum Spahlenthor ein blauseidenes Halstüchlein verloren; der ehrliche Finder ist ersucht, solches gegen Erkenntlichkeit im Berichthaus abzugeben"
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a23,"12. In der Spahlen-Vorstadt ist Donnerstags den 18. September eine Vorstecknadel mit schwarzem Knopf und goldenem Stiel verloren worden; der ehrliche Finder ist ersucht, solche gegen eine Erkenntlichkeit im Berichthaus abzugeben."
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a24,"13. Seit einiger Zeit vermisse einen messingenen Zollstab (französ. Maß; sollte derselbe bey einem meiner E. Kunden  liegen geblieben seyn, so würde für dessen Zurückgabe sehr dankbar seyn. Friedrich Vöhls, Schlossermeister."
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a25,"14. Letztern Freytag den 12. September, gegen Abend, ist Anfangs der St. PetersSchanze ein Sackmesser gefunden worden, welches der Eigenthümer gegen Beschreibung und Einrückungs-Gebühr in No. 505 auf dem Adelberg abholen kann."
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a26,"15. Sonntags den 14. dies, Abends, hat sich ein junges Hündchen weiblicher Race. gelb und weiß gezeichnet, in der Gegend des St. Peters-Platzes verloffen, sollte dasselbe in rechtschaffene Hände gerathen, oder bereits gerathen seyn, so würde der Eigenthümer gegen dessen Zurückgabe dankbar und erkenntlich seyn."
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a27,"16. Wer einen, Freytags den 5. dies verlorenen französischen Hausschlüssel unterwegs von der Rebgasse auf die Eisengasse gefunden hat, beliebe solchen gegen Erhaus abzugeben. enntlichkeit im Berich"
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a28,"17. Eine arme Dienstmagd hat in der kleinen Stadt einen Geldbeutel, nicht mehr neu, mit einem Schlößlein von gelber und dunkelblauer Farbe, mit 2 EFrthlrn. und 8 Batzen Münze verloren; der ehrliche Finder ist gebeten, solchen in No. 133 kl. Basel oder im Berichthaus abzugetlich seyn wird. illw. ben"
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a29,"18. Vergangenen Freytag den 12. dies Abends, wurde vom Wildenmann dahier bis zum St. Johann-Thor ein Brief nebst einer Rechnung auf zusammengeklebtem ordinärem Papier verloren; der redliche Finder wird ersucht, solches gegen Erkenntlichkeit im Berichthaus abzugeben"
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a3,"20. Empfehlenswerthe Eltern in Loele wünschen ihren 12jährigen Knaben als Tausch in hiesige Stadt, und zwar am liebsten gegen eine Tochter, bey einer rechtschaffenen Familie unterzubringen. Nähere Auskunft hierüber ertheilt sowohl Herr Pfarrer Aupni, in Loele, auch C. S., in No. 1758 dahier. als"
ffe69d71-cea6-5b18-bd5c-58c9500c903b/a4,"21. Ein junger Mensch, welcher beyde Sprachen spricht, eine correcte Handschrift schreibt, im Rechnen nicht unerfahren ist, wünscht so bald als möglich in einer Fergstube, Magazin oder auf einem Bureau angestellt zu werden."
